cod_elec,type_elec,date_elec,id_candidacies,abbrev_candidacies,name_candidacies,cod_candidacies_prov,cod_candidacies_ccaa,cod_candidacies_nat
02,congress,1982-10-28,000063,PDB,PARTIDO DE EL BIERZO,000063,000063,000063
02,congress,1982-10-28,000064,PNC,PARTIDO NACIONALISTA CANARIO,000064,000064,000064
02,congress,1982-10-28,000065,PNC,PARTIDO NACIONALISTA CEUTI,000065,000065,000065
02,congress,1982-10-28,000066,PP,PARTIDO PROVERISTA,000066,000066,000066
02,congress,1982-10-28,000067,PRE,PARTIDO RURALISTA ESPAÑOL,000067,000067,000067
02,congress,1982-10-28,000068,PREPAL,PARTIDO REGIONALISTA DEL PAIS LEONES,000068,000068,000068
02,congress,1982-10-28,000069,PS,PARTIDO SOCIALISTA,000069,000069,000069
02,congress,1982-10-28,000070,PSA,PARTIDO SOCIALISTA DE ARAGON,000070,000070,000070
02,congress,1982-10-28,000071,PSA-PA,PARTIDO SOCIALISTA DE ANDALUCIA - PARTIDO ANDALUZ,000071,000071,000071
02,congress,1982-10-28,000072,PSA-PSOE,PARTIDO SOCIALISTA OBRERO ESPAÑOL DE ANDALUCIA,000072,000072,000077
02,congress,1982-10-28,000073,PSC-PSOE,PARTIT DELS SOCIALISTES DE CATALUNYA,000073,000073,000077
02,congress,1982-10-28,000074,PSE-PSOE,PARTIDO SOCIALISTA DE EUSKADI,000074,000074,000077
02,congress,1982-10-28,000075,PSG-PSOE,PARTIDO SOCIALISTA DE GALICIA-PSOE,000075,000075,000077
02,congress,1982-10-28,000076,PSM,COALICION ELECTORAL PSM-NACIONALISTES DE LES ILLES,000076,000076,000076
02,congress,1982-10-28,000077,PSOE,PARTIDO SOCIALISTA OBRERO ESPAÑOL,000077,000077,000077
02,congress,1982-10-28,000078,PST,PARTIDO SOCIALISTA DE LOS TRABAJADORES,000078,000078,000078
02,congress,1982-10-28,000079,PSUC,PARTIT SOCIALISTA UNIFICAT DE CATALUNYA,000079,000079,000055
02,congress,1982-10-28,000080,SE,SOLIDARIDAD ESPAÑOLA,000080,000080,000080
02,congress,1982-10-28,000081,UCD,UNION DE CENTRO DEMOCRATICO,000081,000081,000081
02,congress,1982-10-28,000082,UCE,UNIFICACION COMUNISTA DE ESPAÑA,000082,000082,000082
02,congress,1982-10-28,000084,UFM-MFE,UNIDAD FALANG.MONTAÑESA-MOVIM.FALANG.DE ESPAÑA,000084,000084,000047
02,congress,1982-10-28,000085,UPC,UNION DEL PUEBLO CANARIO,000085,000085,000085
02,congress,1982-10-28,000086,UPN-AP-PDP,UNION DEL PUEBLO NAVARRO-A.P.-P.D.P.,000086,000086,000005
02,congress,1982-10-28,000087,UPV,UNITAT DEL POBLE VALENCIA,000087,000087,000087
