cod_elec,type_elec,date_elec,id_candidacies,abbrev_candidacies,name_candidacies,cod_candidacies_prov,cod_candidacies_ccaa,cod_candidacies_nat
03,senate,1977-06-15,000003,AEICYU,AGRUPACION ELECTORAL INDEP. DEL CAMPO Y LA CIUDAD,000003,000003,000003
03,senate,1977-06-15,000005,AFN,ALIANZA FORAL NAVARRA,000005,000005,000005
03,senate,1977-06-15,000006,ANEPA-CP,ASOC.NAL. PARA EL ESTUDIO DE PROBLEMAS ACTUALES,000006,000006,000006
03,senate,1977-06-15,000007,ANV,ACCION NACIONALISTA VASCA,000007,000007,000007
03,senate,1977-06-15,000008,AN18,ALIANZA NACIONAL 18 DE JULIO,000008,000008,000008
03,senate,1977-06-15,000009,AP,FEDERACION DE PARTIDOS DE ALIANZA POPULAR,000009,000009,000009
03,senate,1977-06-15,000010,APC,ACCION POR CEUTA,000010,000010,000009
03,senate,1977-06-15,000012,ASDCI,ALIANZA SOCIALISTA DEMOCRATICA,000012,000012,000012
03,senate,1977-06-15,000014,BNPG,BLOQUE NACIONAL POPULAR GALLEGO,000014,000014,000014
03,senate,1977-06-15,000017,CC-AP,COALICION ELECTORAL CONVIVENCIA CATALANA,000017,000017,000009
03,senate,1977-06-15,000020,CJA,ASOCIACION CIRCULOS JOSE ANTONIO,000020,000020,000020
03,senate,1977-06-15,000024,DCAR,DEMOCRACIA CRISTIANA ARAGONESA,000024,000024,000024
03,senate,1977-06-15,000025,DCV,DEMOCRACIA CRISTIANA VASCA,000025,000025,000025
03,senate,1977-06-15,000026,DIV,DEMOCRATAS INDEPENDIENTES VASCOS,000026,000026,000026
03,senate,1977-06-15,000027,DSCC,DEMOCRACIA SOCIAL CRISTIANA DE CATALUÑA,000027,000027,000027
03,senate,1977-06-15,000029,EE,EUSKADIKO EZKERRA,000029,000029,000029
03,senate,1977-06-15,000030,ESB,PARTIDO SOCIALISTA VASCO,000030,000030,000030
03,senate,1977-06-15,000032,FDC-EDC,COALICION ELECT. EQUIPO DE LA DEMOCRACIA CRISTIANA,000032,000032,000032
03,senate,1977-06-15,000033,FDI,FRENTE DEMOCRATICO DE IZQUIERDAS,000033,000033,000033
03,senate,1977-06-15,000035,FJONS,FALANGE ESPAÑOLA DE LAS JONS,000035,000035,000035
03,senate,1977-06-15,000036,FJONSA,FALANGE ESPAÑOLA DE LAS JONS AUTENTICA,000036,000036,000036
03,senate,1977-06-15,000037,FL,FEDERACION LABORISTA,000037,000037,000037
03,senate,1977-06-15,000038,FN,ASOCIACION POLITICA FUERZA NUEVA,000038,000038,000038
03,senate,1977-06-15,000039,FNI,FRENTE NAVARRO INDEPENDIENTE,000039,000039,000039
03,senate,1977-06-15,000041,GU,GUIPUZCOA UNIDA,000041,000009,000009
03,senate,1977-06-15,000057,MFA,MONTEJURRA-FEDERALISMO-AUTOGESTION,000057,000057,000057
03,senate,1977-06-15,000059,MSA,MOVIMIENTO SOCIALISTA ANDALUZ,000059,000059,000059
03,senate,1977-06-15,000060,PAE,PARTIDO AGRARIO ESPAÑOL,000060,000060,000060
03,senate,1977-06-15,000062,PCE,PARTIDO COMUNISTA DE ESPAÑA,000062,000062,000062
03,senate,1977-06-15,000063,PCE-EPK,PARTIDO COMUNISTA DE EUSKADI-EUSKADIKO P. KOMUNI.,000063,000063,000062
03,senate,1977-06-15,000064,PCU,PUEBLO CANARIO UNIDO,000064,000064,000064
03,senate,1977-06-15,000065,PDG,PARTIDO DEMOCRATA GALLEGO,000065,000065,000065
03,senate,1977-06-15,000067,PIM,PARTIDO INDEPENDIENTE DE MADRID,000067,000067,000067
03,senate,1977-06-15,000068,PLI,PARTIDO LIBERAL INDEPENDIENTE,000068,000068,000068
03,senate,1977-06-15,000069,PNV,EUZKO ALDERDI JELTZALEA-PARTIDO NACIONALISTA VASCO,000069,000069,000069
03,senate,1977-06-15,000070,PPCAN,PARTIDO POPULAR CANARIO,000070,000070,000070
03,senate,1977-06-15,000073,PSC-PSOE,PARTIT DELS SOCIALISTES DE CATALUNYA,000073,000073,000078
03,senate,1977-06-15,000075,PSDE,PARTIDO SOCIALISTA DEMOCRATICO ESPAÑOL,000075,000075,000075
03,senate,1977-06-15,000076,PSE-PSOE,PARTIDO SOCIALISTA DE EUSKADI,000076,000076,000078
03,senate,1977-06-15,000078,PSOE,PARTIDO SOCIALISTA OBRERO ESPAÑOL,000078,000078,000078
03,senate,1977-06-15,000079,PSOE-H,P. SOCIALISTA OBRERO ESPAÑOL(SECTOR HISTORICO),000079,000079,000079
03,senate,1977-06-15,000080,PSP-US,PARTIDO SOCIALISTA POPULAR - UNIDAD SOCIALISTA,000080,000080,000080
03,senate,1977-06-15,000081,PSPV,PARTIDO SOCIALISTA DEL PAIS VALENCIA,000081,000081,000081
03,senate,1977-06-15,000084,RSE,REFORMA SOCIAL ESPAÑOLA,000084,000084,000084
03,senate,1977-06-15,000085,UAB,UNIO AUTONOMISTA,000085,000085,000085
03,senate,1977-06-15,000087,UCD,UNION DE CENTRO DEMOCRATICO,000087,000087,000087
03,senate,1977-06-15,000088,UDC-IDCC,UNIO DEL CENTRE I LA DEM. CRISTIANA DE CATALUNYA,000088,000088,000088
03,senate,1977-06-15,000089,UDIB,UNION DEMOCRATA DE LAS ISLAS BALEARES,000089,000089,000089
03,senate,1977-06-15,000091,URA,UNIDAD REGIONAL ANDALUZA,000091,000091,000091
