cod_elec,type_elec,date_elec,id_candidacies,abbrev_candidacies,name_candidacies,cod_candidacies_prov,cod_candidacies_ccaa,cod_candidacies_nat
02,congress,2011-11-20,000001,ACIMA,ACCION CIUDADANA POR MALAGA,000001,000001,000001
02,congress,2011-11-20,000002,ANC,ALTERNATIVA NACIONALISTA CANARIA,000002,000002,000002
02,congress,2011-11-20,000003,AMAIUR,AMAIUR,000003,000003,000003
02,congress,2011-11-20,000004,ANDECHA,ANDECHA ASTUR,000004,000004,000004
02,congress,2011-11-20,000005,ANTICAPITALISTAS,ANTICAPITALISTAS,000005,000005,000005
02,congress,2011-11-20,000006,ANTICAPITALISTES,ANTICAPITALISTES,000006,000006,000005
02,congress,2011-11-20,000008,BASTA YA,"BASTA YA, AGRUPACIÓN ABIERTA DE PARTIDOS POLÍTICOS",000008,000008,000008
02,congress,2011-11-20,000009,PUM+J,BIDEZKO MUNDURANTZ/POR UN MUNDO MAS JUSTO,000009,000009,000150
02,congress,2011-11-20,000011,PU M+J,BIDEZKO MUNDURANTZ/POR UN MUNDO MÁS JUSTO,000011,000009,000150
02,congress,2011-11-20,000012,COMPROMÍS-Q,BLOC-INICIATIVA-VERDS-EQUO-COALICIÓ COMPROMÍS,000012,000012,000012
02,congress,2011-11-20,000013,B.N.G.,BLOQUE NACIONALISTA GALEGO,000013,000014,000014
02,congress,2011-11-20,000014,BNG,BLOQUE NACIONALISTA GALEGO,000014,000014,000014
02,congress,2011-11-20,000015,IUC-CXI,CANARIAS VERDE Y ROJA: LA IZQUIERDA PLURAL,000015,000072,000088
02,congress,2011-11-20,000016,C.D.L.,CENTRO DEMOCRATICO LIBERAL,000016,000016,000016
02,congress,2011-11-20,000018,CHA-IU,"CHUNTA ARAGONESISTA-IZQUIERDA UNIDA, LA IZQUIERDA DE ARAGÓN: LA IZQUIERDA PLURAL",000018,000019,000088
